id,text,device
1206581028283965441,"I look very much forward to debating whoever the lucky person is who stumbles across the finish line in the little watched Do Nothing Democrat Debates. My record is so good on the Economy and all else, including debating, that perhaps I would consider more than 3 debates.....",iPhone
536657071979380736,"""""""@CahlRStorrie: I follow @realDonaldTrump because he's a great entrepreneur. Can't get better than him."""" Thanks!""",Android
514021033935122432,"""""""@Chazman321: @realDonaldTrump You should run for POTUS, I would back you 110%!""""""",Android
1302969740374298624,"Biden Underperforming! @OANN What else is new, the story of his life.",iPhone
991994433750142976,"...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair,......",iPhone
679691783467610113,Why does @FoxNews give @KarlRove so much airtime. He (and other Fox pundits) is so biased. Still thinks Romney won. Unfair coverage of Trump,Android
573471130230657024,"""""""@belllabooo13: @realDonaldTrump Congrats. Have a great time! God Bless ! How about a hole in one!!!!""""""",Android
663488294676799489,"""""""@Watchman4the1: Chuck Schumer: Sen Marco Rubio Is “Totally Committed To Obama’s Immigration Agenda” https://t.co/yieqFMRxwH DonaldTrump""",Android
697440600535203842,"""So funny, Jeb Bush called me a """"highly gifted politician and a great entertainer"""" - I assume that is a compliment!""",Android
457777681963417600,"""""""@gileshenley: @lukemckinney I read your @realDonaldTrump article, and reread the old one. #brilliant as usual! So colorful!"""" Thank you!""",Android
856508531087990785,#CongratsPeggy! https://t.co/e1q36nKT8g,iPhone
326987194126450688,"""""""@coolboybrand: @realDonaldTrump they were """"wildin"""", they were creating a nuisance..and they were viciously attacking and robbing people?""",Android
454208869489991680,"""""""@RabbitR """"Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game."""" - Donald Trump""""""",Android
1328338241284616193,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,iPhone
724954532522917888,"Thank you @DonaldJTrumpJr &amp, @EricTrump. #Trump2016 https://t.co/CMfcrZjHgM",iPhone
698156678496305152,NEVADA! Tomorrow is the deadline to register Republican.Visit: https://t.co/bHZ4JVckOpMessage from @IvankaTrump: https://t.co/SZTq1QOXEg,iPhone
1211047586276270081,Thank you Adriana! https://t.co/zXqHX55pX5,iPhone
647913870091255808,"""""""@JokerzWild_: @realDonaldTrump @TheIntellect111 Trump will win, I know it.""""""",Android
1195363904920182786,https://t.co/qz1OfL56rg,iPhone
504781556024901633,"""""""@Onbluesol: Homer Simpson Nominates @realDonaldTrump to do the #IceBucketChallenge check out the video clip http://t.co/uMfGFK6Hm0""""""",Android
340295774371971072,"""""""@bahia6085: @realDonaldTrump Maybe Shulman is having an affair with someone in the White House. He looks a little gay.""""""",Android
513065123834236929,Roger Goodell must stop apologizing to everyone who will listen and toughen up. His street smart players are laughing at him and the NFL!,Android
1298458762987134983,https://t.co/mE2hn6PqCq,iPhone
1173300571379503104,"I am fighting the Fake (Corrupt) News, the Deep State, the Democrats, and the few remaining Republicans In Name Only (RINOS, who are on mouth to mouth resuscitation), with the help of some truly great Republicans, and others. We are Winning big (150th Federal Judge this week)!",iPhone
1009928980475138048,"We have to maintain strong borders or we will no longer have a country that we can be proud of – and if we show any weakness, millions of people will journey into our country.",iPhone
654986743989600256,.@EricTrump was FANTASTIC on @foxandfriends this morning. He may be my son but he is a special guy!,Android
796102093727793152,"""Just out according to @CNN: """"Utah officials report voting machine problems across entire country""""""",Android
1207295564074962944,Thank you! https://t.co/3gTPOd33Io,iPhone
708780035516157952,#EndCommonCore #Trump2016Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI,iPhone
594228755276562432,"""""""@laurenthomasx3: @realDonaldTrump I can't wait for your visit to Greenville, SC May 9th!! Should be a fantastic event.""""  Great.""",Android
877846483021602816,Great night in Iowa - special people. Thank you!,iPhone
1308829051612790794,"Today, we reaffirm our ironclad solidarity with the Cuban People, and our eternal conviction that FREEDOM will prevail over the sinister forces of COMMUNISM... https://t.co/tfBTlMN80M",iPhone
1326158564449275910,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,iPhone
1177574932689182720,“IT WAS A PERFECT CONVERSATION WITH UKRAINE PRESIDENT!”,iPhone
1234694301734580231,"The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class, great for the USA!",iPhone
742781133197299712,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,iPhone
554482845453135873,"""""""@CunninghamNY: Im on board for a @realDonaldTrump presidency! The man knows what he's talking about!""""""",Android
843088518339612673,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",iPhone
881140479454310401,"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!",iPhone
961802557646569475,Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a “paper trail” on a “private” meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary.,iPhone
512211498274668544,"""""""@thesa: @Espngreeny @MikeAndMike @espngolic Listen to what @realDonaldTrump said He just summed up what all the fans feel about the league""""""",Android
947236393184628741,"Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dramatically Cut, and it will only get better. MUCH MORE TO COME!",iPhone
551763394932801536,"""""""@tbc_branding: To my biz-minded tweeps from #SharkTankNation #Restaurantstartup #theprofit...I'll see you 2nite for #CelebrityApprentice""",Android
565351161990250497,"Brian Williams, who is not the nice guy that people think he is, has now become totally irrelevant. He will never again hold court!",Android
630007166129303552,""".@redstate I miss you all, and thanks for all of your support. Political correctness is killing our country. """"weakness.""""""",iPhone
604912246725177344,"""""""@_MeganEve: #Trump2016 #TrumpForPresident #MakeSureYouVote @realDonaldTrump""""""",Android
1209259291217141760,I agree 100%! https://t.co/lFUfnLefxT,iPhone
1148786591302901760,“The reality is that this was a plot from the very beginning to frame Trump....” @RudyGiuliani https://t.co/tMyNEPppm6,iPhone
668994883814891521,"""""""@David360NC: We have a voice with DonaldTrump, Let’s do our part &amp, VOTE IN THE R PRIMARY 4 #Trump2016 #TeamTrump https://t.co/2xHujNNNFT""""""",Android
335241077462294528,"""""""@ahatwearer: @realDonaldTrump why are you suing an old lady?""""  Because she is rich and owes me money - I am not stupid!""",Android
512211160448655360,"""""""@SouthernRambler: @realDonaldTrump @espn you were right on! Agreed with product on field is horrible""""""",Android
764805340823248896,My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.,Android
557354821133807617,"""""""@IGotAngelEyes: @realDonaldTrump @IvankaTrump @CelebApprentice Awesome""""""",Android
307842051062501376,"Remember, Bill Maher praised the animals who took down the World Trade Center and was fired by ABC. DROP@HBO until dopey Bill is canned!",Android
919009334016856065,"ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp, deductibles are way up!",iPhone
569726744527290368,"What ever happened to the good old days of The Academy Awards. This show is an insult to the past, just plain bad!",Android
1195389486659776512,....A double standard like never seen before in the history of our Country?,iPhone
591985150575190016,.@PennyPritzker Really important to cover currency manipulation in trade agreements - that's where China and others are beating us. Best!,Android
1307486653985050624,https://t.co/iKg0Px3PtG,iPhone
1335657565733212162,".@FoxNews daytime is not watchable. In a class with CNN &amp; MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!",iPhone
749262206672445441,Thank you! #AmericaFirst https://t.co/MYG45LxGmH,iPhone
600106413889855488,Marco Rubio was a complete disaster today in an interview with Chris Wallace @FoxNews concerning our invading Iraq.He was as clueless as Jeb,Android
457331855625568256,"""""""@helfystyle: @realDonaldTrump you've got my vote for anything. I'm ready to go to work!""""  Thank you.""",Android
661552655983108096,"""""""@TIMENOUT: @realDonaldTrump Book in hand waiting for The Next President https://t.co/83tJMZUUIa""""""",Android
717192412213420032,MAKE AMERICA GREAT AGAIN!https://t.co/iiXHgM7aA2,iPhone
568980715955724288,"""""""@toddinwichita: @realDonaldTrump I will gladly volunteer for your campaign in my area . Please RUN . #VoteForTrump #TrumpForPresident""",Android
985489930343321600,"Comey throws AG Lynch “under the bus!” Why can’t we all find out what happened on the tarmac in the back of the plane with Wild Bill and Lynch? Was she promised a Supreme Court seat, or AG, in order to lay off Hillary. No golf and grandkids talk (give us all a break)!",iPhone
887862941109940225,"Melania and I send our thoughts and prayers to Senator McCain, Cindy, and their entire family. Get well soon. https://t.co/fONWVlmYyz",iPhone
741007091947556864,"How long did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted? https://t.co/gECLNtQizQ",iPhone
530704441742467073,"""""""@taylorcathy834: @Espngreeny @realDonaldTrump @FrankCaliendo love Frank he's so gooooood! what a great start on friday. Thanks!""""""",Android
394596694941114368,"""""""@Chris_DiRe: @realDonaldTrump really enjoyed my stay at Trump SoHo this weekend - your staff there is super polite and hospitable""""  Great.""",Android
377589451029250048,"""""""@Nick_Oros: @realDonaldTrump full supporter of #Trump2016"""" Thanks.""",Android
771150050940497920,Just arrived in Arizona! #ImWithYouhttps://t.co/MT3wW61YS5,iPhone
1187874124976271362,"....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, which turned out to be false (a fraud?). Once I released the actual call, their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!",iPhone
1086701998479736832,I will be live from the White House at 4:00 P.M.,iPhone
861554864542941185,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Council.",iPhone
1302337719545274368,Thank you! https://t.co/TgVkWA7irF,iPhone
528287635484467200,"""""""@DubC_Smitty:I don't know that much about Vladimir Putin,but I do know he's a black belt and he's real. DonaldTrump is a figure of strength""",Android
651182319051476993,"""""""@marklevinshow: Donald Trump will be on my show tonight at 8:30 PM eastern time."""" Will be my great honor, so much to talk about!""",Android
1038027233519001600,The Woodward book is a scam. I don’t talk the way I am quoted. If I did I would not have been elected President. These quotes were made up. The author uses every trick in the book to demean and belittle. I wish the people could see the real facts - and our country is doing GREAT!,iPhone
799435824622252032,I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,Android
1301937386398650374,https://t.co/bA09LqxT15,iPhone
586737174990745600,"""""""@KeatsBen: @realDonaldTrump President Trump just sounds right!"""" Thanks!""",Android
1235370217712300038,"There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!",iPhone
979816766904954880,https://t.co/UM3YJ6lUiD,iPhone
943856675294982145,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN!",iPhone
1157632664171614209,"Countries are coming to us wanting to negotiate REAL trade deals, not the one sided horror show deals made by past administrations. They don’t want to be targeted for Tariffs by the U.S.",iPhone
1323155809682051073,"Just learned that Sleepy Joe Biden is campaigning in Pennsylvania with Lady Gaga, a proud member of “Artists Against Fracking.” This is more proof that he would ban Fracking and skyrocket your energy prices...",iPhone
629557762427604992,"Wow, @megynkelly really bombed tonight. People are going wild on twitter! Funny to watch.",Android
592691732451598336,"""""""@belllabooo13: @realDonaldTrump Thank you! Such a small thing but you make my Day! God Bless you Mr Trump!"""" @foxandfriends""",Android
491030160242528256,"""""""@JenSwannStyle:  Just had an AMAZING stay at Trump Tower Toronto. Hotel suberb, staff fantastic. Thank you. Will always stay Trump now.""""""",Android
1338325735778476035,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!",iPhone
1118548388352598016,Just had a wonderful conversation with @Pontifex Francis offering condolences from the People of the United States for the horrible and destructive fire at Notre Dame Cathedral. I offered the help of our great experts on renovation and construction as I did....,iPhone
1057254051254013953,"“If the Fed backs off and starts talking a little more Dovish, I think we’re going to be right back to our 2,800 to 2,900 target range that we’ve had for the S&amp,P 500.” Scott Wren, Wells Fargo.",iPhone
354409007047380993,"""""""@BeaumontAnthony: @realDonaldTrump. Agree stop have a dig a DonaldJTrump and instead @AlexSalmond. Is to blame"""" Greatest course was built!""",Android
709878592189153280,"Word is that, despite a record amount spent on negative and phony ads, I had a massive victory in Florida. Numbers out soon!",Android
716780878777556994,"I am on @FoxNews with @greta doing a town hall, from Wisconsin- now! Enjoy!#MakeAmericaGreatAgain #Trump2016",iPhone
1322334801374834688,"Joe Biden is a corrupt politician who has done nothing but betray you for 47 long years - selling out to lobbyists, China, big pharma &amp; foreign countries. He will stab you in the back. He only cares about political power &amp; he will use that power to hurt you &amp; enrich his cronies! https://t.co/8B9kZ5sdEJ",iPhone
1214538977866334209,Great interview with @GOPLeader Kevin McCarthy on @foxandfriends. “There was no urgency with the Articles of Impeachment because there was no case.”,iPhone
478333237681348608,"""""""@GolferMatt23: @realDonaldTrump Are the @MasterCard commercials filmed at Trump National LA?""""  Yes.""",Android
526697587676831744,"""""""@Theramenes: @foxandfriends  Good job @realDonaldTrump for not being afraid to speak truth, that is what people need to hear is truth.""""""",Android
1236498759670009857,Thank you to the Great State of Tennessee. We are with you all the way! https://t.co/vyu0Tbthv0,iPhone
644358678431334400,The #CNNDebate was amazing --- so much fun! http://t.co/tj3Cnqp3PU,iPhone
333707085919428608,"@leechsam   Thanks Sam, and it's doing great!",Android
1238046001744826369,"“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut, but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck, you’re going to take home more money.” @kilmeade @foxandfriends",iPhone
1157868518823596032,"Today’s shooting in El Paso, Texas, was not only tragic, it was an act of cowardice. I know that I stand with everyone in this Country to condemn today’s hateful act. There are no reasons or excuses that will ever justify killing innocent people....",iPhone
648325621412667392,"""""""@yang_karl: All Scott Pelley did by being disrespectful was make it easier to make up my mind who to vote for and that will be Trump.""""""",Android
795145824586137600,"Great night in Denver, Colorado- thank you! Together, we will MAKE AMERICA GREAT AGAIN! #ICYMI watch rally here:... https://t.co/LbvNHo6T2k",iPhone
783475635712765952,"""""""@lainey34210: @realDonaldTrump Great opening Pence💕""""""",Android
1282286508716756993,"I know many in business and politics that work out endlessly, in some cases to a point of exhaustion. It is their number one passion in life, but nobody complains. My “exercise” is playing, almost never during the week, a quick round of golf. Obama played more and much longer....",iPhone
668230038156910592,"""""""@2timeslucky: @steph93065 @FoxNews Kimberly G. hosted Greta last nights&amp, told the TRUTH about Trump! https://t.co/wwmKjAbIlR""""""",Android
964232645495459840,"Presidential Proclamation Honoring the Victims of the Tragedy in Parkland, Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB",iPhone
364184964688277504,"""""""@daveperry71: My big job interview for my promotion is Wednesday and I'm going to channel @realDonaldTrump to win the job! Go get it!""",Android
329792677799403521,"""""""@hdiallo: @dblsolo7 @realDonaldTrump That hair is a hot mess &amp, shows he gas no class or style!""""   Yea, you're a real beauty!""",Android
434131782657916928,"""""""@mbmirish: @realDonaldTrump congrats on your purchase in Ireland. How do I apply to work there?"""" Write to manager Joseph - good luck!""",Android
559221481071456256,"""""""@OAV95: """"I'm the one person who can make this country great again, nobody else can""""- @realDonaldTrump http://t.co/5cb4I9HGWs""""""",Android
1314035056441257985,https://t.co/wHQx2qd8q2,iPhone
1177543513015246852,"Obama loving (wrote Obama book) Peter Baker of the Failing New York Times, married to an even bigger Trump Hater than himself, should not even be allowed to write about me. Every story is a made up disaster with sources and leakers that don’t even exist. I had a simple and very..",iPhone
1305693861067407365,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!",iPhone
1259541473651032071,.@brianstelter is just a poor man’s lapdog for AT&amp;T! https://t.co/nwDRFvym0P,iPhone
695278741048684544,"Taking a helicopter to New Hampshire, boarding now. Amazing activity planned. New UMASS poll, very nice! https://t.co/xFvGE0dRlA",iPhone
596505399748071424,.@kilmeade  It was great being with you on @foxandfriends this morning. So many people saw and loved the piece. Great work!,Android
598839429332127744,"“Failure isn’t fatal, but failure to change might be” – John Wooden",Android
639023740605612032,"""""""@DRUDGE_REPORT: MEGYN KELLY TOP OF CABLE NEWS... http://t.co/ExfY7Q6C73"""" Megyn, say """"thank you Donald!"""" @FoxNews also should say """"thanks!""""""",Android
936032275980079104,"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.But in order to achieve this bright and glowing future, the SENATE MUST PASS TAX CUTS – and bring Main Street roaring back to life!https://t.co/jMNwEMrbbr https://t.co/3Niu0thp1D",iPhone
398274596530814976,She is so sad and pathetic that I almost feel sorry for Sec.Sebelius. She has done great harm to many people and must be fired. Incompetent!,Android
1160160760179372032,"Never has the press been more inaccurate, unfair or corrupt! We are not fighting the Democrats, they are easy, we are fighting the seriously dishonest and unhinged Lamestream Media. They have gone totally CRAZY. MAKE AMERICA GREAT AGAIN!",iPhone
1053355470449127424,#JobsNotMobs! https://t.co/U1suRW5j6G,iPhone
1195690037461094407,"Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp, Vets. Will protect your 2A. Find your polling place below: https://t.co/0rnhb4z3HU",iPhone
767830376735735808,"Great meeting with active &amp, retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio. https://t.co/EUWhDC644R",iPhone
1105834434962571265,Comey testified (under oath) that it was a “unanimous” decision on Crooked Hillary. Lisa Page transcripts show he LIED. @jasoninthehouse,iPhone
360716684262256641,"""""""@asaadhutchinson: @realDonaldTrump #Scotland is so lovely, I understand your love for it.""""""",Android
1153631633255350272,KEEP AMERICA GREAT!,iPhone
1174482169592303618,Thank you! https://t.co/hScbURTzMJ,iPhone
359852953676431362,"""""""@Ravens4life27: I wonder if I can get a birthday tweet from @realDonaldTrump for my birthday... that would be awesome!""""""",Android
554821012307857408,#CelebApprentice  What do you think of the new teams/PMs?,iPhone
1210600561529237510,"....and native culture – S.216/Spokane Tribe, S.256/Native Languages and NDAA Sec. 2870 officially recognizing Little Shell Tribe of Chippewa Indians. My great honor to do so!",iPhone
565342022090129408,I have long stated that Brian Williams was not a very smart guy - all you have to do is look at his past. Now he has proven me correct!,Android
713012937787588609,"""""""@TimVincent56:  @LindseyGrahamSC Talkers think about the future, Doers are already building it"""" #VoteTrump2016 https://t.co/OoB38jypsD""""""",Android
599693213096542208,"""""""@ann_txpurple: @AJ_13_Hulton Go Donald 😄. Saying go for it💥. I think you would make a great President but miss you on Apprentice""""""",Android
1275130287769423872,"Congressman Tom Cole is doing an incredible job for the people of Oklahoma! He delivers for our Military, Vets, and Brave Law Enforcement, and he will always stand for Life and the Second Amendment! Tom has my Complete and Total Endorsement! #OK04",iPhone
1159193146271473664,"We love you Dayton, Ohio! https://t.co/IaCZAdyuzL",iPhone
1214179198056697856,"“The reason they are not sending the Articles of Impeachment to the Senate is that they are so weak and so pathetic.” @LindseyGrahamSC @MariaBartiromo  The great Scam continues. To be spending time on this political Hoax at this moment in our history, when I am so busy, is sad!",iPhone
767135128950898689,Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,iPhone
427761934709297152,"""""""@betterhermann: @realDonaldTrump What's obvious to you seems to elude most people's vision.""""""",Android
811560662853939200,"Campaigning to win the Electoral College is much more difficult &amp, sophisticated than the popular vote. Hillary focused on the wrong states!",Android
566815101349810176,Record low temperatures and massive amounts of snow. Where the hell is GLOBAL WARMING?,Android
1044326197424009223,"It was my great honor to welcome and meet with President @moonriver365 Jae-in of South Korea today, in New York City! https://t.co/7f3eOYGxDn #UNGA https://t.co/B6rVeeBTCc",iPhone
323535953429934083,"""""""@PattyMSink: @realDonaldTrump Please, please, please consider running in the 2016 Presidential election. We need business savvy (you)Thanks""",Android
1216105951905882113,"The powerful Trump Wall is replacing porous, useless and ineffective barriers in the high traffic areas requested by Border Patrol. Illegal crossing are dropping as more and more Wall is being completed! #BuildingTheWall https://t.co/2kdHNSMM04",iPhone
499321923206385664,"""""""@AlmightyJuan__: I look like Donald Trump when he made his first 1 million""""  You must be great looking!""",Android
647164207327236097,"The failing @politico news outlet, which I hear is losing lots of money, is really dishonest!",iPhone
1297918034045100032,"Incredible that @CNN &amp; MSDNC aren’t covering the Roll Call of States. Fake News! This is what the Republican Party is up against. Also, I’d like to hear the remarks of the Delegates from individual States, rather than @FoxNews anchors. Ridiculous!",iPhone
991084673697812481,"During Small Business Week, we celebrate the great, hard-working entrepreneurs across our country who have started and operate a small business!",iPhone
1060964991510110208,Thank you @marcorubio for helping to expose the potential corruption going on with respect to Election Theft in Broward and Palm Beach Counties. The WORLD is now watching closely!,iPhone
1024974107337781248,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",iPhone
491171313231212544,"I will be on Fox &amp, Friends at 7.00 (20 minutes). Plenty of terrible and tragic news to talk about! Too bad.",Android
1334517145288527882,"Looks like certain Republican Senators are getting cold feet with respect to the termination of Big Tech’s Section 230, a National Security and Election Integrity MUST. For years, all talk, no action. Termination must be put in Defense Bill!!!",iPhone
577423599012810752,"""""""@fackinpeter: @realDonaldTrump @foxandfriends i cant wait""""""",Android
538177147312295936,"""""""@TylerTheKicker: Donald Trump by Mac Miller will forever be a great song"""" Many agree!""",Android
317222357422993408,"""""""@jevonk: @realDonaldTrump I thought you did a great job with Letterman."""" Thanks Jevon!""",Android
691685615415496707,"Join us in Iowa, tomorrow! #IACaucus #Trump2016 #MakeAmericaGreatAgain 3:00pm: https://t.co/cWQKRAgqfX 7:30pm: https://t.co/v2Ejh0TweS",iPhone
423277654423650304,"""""""@TinaPiper: @realDonaldTrump so ready for another #celebrityapprentice I love love that show!""""""",Android
1322925071674073091,"Joe Biden constantly used the term “Super Predator” when referring to young Black Men, according to my sources.",iPhone
1261786833790414853,Doing a GREAT job! https://t.co/OYRpiYiXpp,iPhone
605335287150034945,"""""""@pacsgirl36: @realDonaldTrump run !!! We need a real winner in the white house not another all talk no action politician! !!""""""",Android
690169884597092352,"""""""@NeilTurner_: https://t.co/uvn95NB6M0 You're the only candidate we can trust, other candidates are controlled by their donors! #VoteTrump""""""",Android
551526665252511746,"""""""@LeezaGibbons: “@KellyMcKayShow: @LeezaGibbons @IvankaTrump @realDonaldTrump already set the DVR for Sunday and Monday. #TVgeek”""",Android
926238774773862400,"Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!",iPhone
476188908708188160,"""""""@anjeleyz: This is my nephew Mr trump,he is having chemo again,can you look at this and send a message maybe""""  Tyler, get well soon - WIN!""",Android
677702212215308288,#ISIS is making $400M/year on oil. I have been saying it for years. We need to bomb the oil! https://t.co/vObIAhilWs https://t.co/teKBaKdXzK,iPhone
397513277087162368,"""""""@tglivak: @KingspeedSimms if you don't already follow @realDonaldTrump, you should. #youcanthankmelater""""  So true!""",Android
1297754019486740480,https://t.co/UHb2XdjYV7,iPhone
351505452007297024,"""""""@NickFronduto: @realDonaldTrump We have our annual @WFFSA Conference at the Doral October 23-25...will courses be OK to go?  Yes""",Android
1140065304019644427,".....ALSO, NOT TRUE! Anything goes with our Corrupt News Media today. They will do, or say, whatever it takes, with not even the slightest thought of consequence! These are true cowards and without doubt, THE ENEMY OF THE PEOPLE!",iPhone
446266784925380608,"""""""@keegster51: @realDonaldTrump you are a true role model of success. Thank you for being my inspiration #Trump2016""""  Thank you.""",Android
1174436796496658435,https://t.co/G4cX8yFTWh,iPhone
695799815939190784,"I told you so. Our country totally lost control of illegal immigration, even with criminals. https://t.co/IZgZqr6BgB",iPhone
920604520572424193,"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!",iPhone
1150472779596226561,"Think what it would be without the 3 year Witch Hunt and Fake News Media, in partnership with the Democrats! https://t.co/KBtl7wde0F",iPhone
1207151165894471680,"So, if Comey &amp, the top people in the FBI were dirty cops and cheated on the FISA Court, wouldn’t all of these phony cases have to be overturned or dismissed? They went after me with the Fake Dossier, paid for by Crooked Hillary &amp, the DNC, which they illegally presented to FISA...",iPhone
1268880321786851336,No Contest. Steve blows him away. So important for Montana. I’ll be there to help Steve win big!!! https://t.co/K7V4pDCqHN,iPhone
987459505855369221,"Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI, the Wendy Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.",iPhone
376541942148235264,"""""""@ET614: @realDonaldTrump Trump For President 2016 !!!"""" Thanks!""",Android
505549159894888448,.@Joan_Rivers   Get well soon Joan - keep fighting!,Android
1009770941604298753,"We shouldn’t be hiring judges by the thousands, as our ridiculous immigration laws demand, we should be changing our laws, building the Wall, hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.",iPhone
718996943100375040,"""""""@Kids123Nicholas: @gqforbes  @RepTomMarino @realDonaldTrump.Lets get it done Philadelphia Pa.Make Trump your pick for president now.""",Android
506308536331423745,"""""""@blupony3: @realDonaldTrump we've got some political s'stuff'that has to go,but you,why dont you run for president?""""""",Android
1185643744932106240,"Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate, Jill Stein, a “Russian Asset.” They need a Green Party more than ever after looking at the Democrats disastrous environmental program!",iPhone
367106079878307840,"""""""@TruckerSamF: @realDonaldTrump @NickTryIt @ariannahuff @HuffingtonPost Arianna has 1.3 million followers""""  Trump is new and has 2.3 million""",Android
1283192212986232837,"Joe Biden claims to be prioritizing ‘safety of kids’ by keeping schools closed this Fall. Yet he remains silent about children being slaughtered by violence on the streets of Democrat run cities. You &amp; your children won’t be SAFE in Biden’s America, and neither will anyone else!",iPhone
1303860823975178240,"For years Fake stories and investigations, then the phony Russia, Russia, Russia HOAX, next Ukraine and the failed Impeachment, now the crummy Atlantic Magazine’s MADE UP STORY, and lastly, the political hit job by rapidly fading Bob Woodward and his boring book. It never ends!",iPhone
352574951422836736,"""""""@TowerRecordsPrj: @realDonaldTrump any memory of you and Tower Records founder Russ Solomon? A good guy and fine tenant.""",Android
392072630230343680,"""""""@pjpaton: Wind farms have scarred the British landscape&amp,turned the public against the renewable energy agenda! See, I was ahead of our time""",Android
1268398470286761985,Wow. Very impressive Josh! https://t.co/gIax8UEMp0,iPhone
1054460902076862466,"Last day to register to VOTE in Alabama, California, South Dakota and Wyoming! #JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/hmQgqgmbyE",iPhone
541797598815059968,"""""""@victahh11: """"@realDonaldTrump: Entrepreneurs: Believe in yourself! If you don't, no one else will either.""""""""""",Android
1306335394355580928,https://t.co/R7V85ObO6v,iPhone
1043500433271066625,New Economic Records being set on a daily basis - and it is not by accident!,iPhone
1315746176021528577,"Joe Biden has let the Unions down — always has, always will! https://t.co/XIEd0dSEvA",iPhone
594625773933174784,"""""""@lancebagley1: @realDonaldTrump @RockinJoe1 @upsetNavyVet It's not conceited, it's convinced. #Trump2016""""""",Android
780030282854432768,Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,Android
999278498182258688,"There will be big news coming soon for our great American Autoworkers. After many decades of losing your jobs to other countries, you have waited long enough!",iPhone
337372114569031681,"""""""@AboubacarMande: @realDonaldTrump courage big boss""""  Always!""",Android
449403304163155968,Coach W to his basketball players - BE QUICK BUT DON'T HURRY!,Android
